,Train,Test
0,585.9586738579114,629.953972748215
1,480.903551398103,834.13614022869
2,505.8559812339079,837.2931215491147
3,529.3892405701487,771.071195919069
4,578.0612027914844,785.0005592500339
5,624.3515589699721,836.3054541049862
6,529.1754542242223,879.1376035772917
7,576.6845882714337,885.0887029806938
8,570.5255896860778,988.9139284170517
9,558.6123708910675,817.2981569821981
10,531.2302786483206,767.4395754373157
11,455.4805566704993,640.9027277145603
12,534.6695205014973,809.4611106813668
13,546.185756717764,770.8486107703694
14,592.2665086321089,733.5191948263
15,486.74304536028717,679.4827741422957
16,531.2382245960592,762.8825044599499
17,627.6981177906405,731.3413449876444
18,706.9357281458282,850.1848403645782
19,527.32714611999,1065.4828813505555
20,532.3143615712111,664.8031512434133
21,508.48581715633185,825.4134162883711
22,575.5443097753052,779.4989024295429
23,614.2500347358588,673.8150367421939
24,610.167297763187,935.3709128477612
25,586.9631584947967,663.5870374167098
26,514.1430286817797,932.6316925323727
27,627.9106797178491,649.3834360538157
28,518.1755253639395,717.7274863573933
29,644.4584320313583,757.0506666785526
