,Train,Test
0,487.9124644346915,841.2805219901961
1,541.2653998776676,824.3269846026607
2,630.7608629710774,674.3763596157842
3,517.7834491367047,630.9016873875818
4,612.5932852131655,639.3527099963686
5,532.3713889251815,702.1832034909993
6,515.4734361677056,788.2018682537554
7,515.4469531722943,666.4591821952453
8,536.6835119474185,714.0590562831043
9,560.319681008542,766.2149059182073
10,498.8731170862793,908.9592147316461
11,559.4363539436665,818.5376222014602
12,656.0981474271676,777.8405105356452
13,565.0289870240586,953.4922161702075
14,519.8507031686217,699.8060449726594
15,561.1794774786166,816.6164692805916
16,590.8424349139736,743.3892032899855
17,505.7026998514549,889.6729707269174
18,574.1082062683705,761.3924565730032
19,550.9548343166799,733.2463928916078
20,562.8682895465085,1000.198411898816
21,591.0240917290051,718.9987011280987
22,542.7309693933114,627.5610896928592
23,468.30199344656097,689.8476501661852
24,557.2178880441885,754.4326072329759
25,480.5562960476285,811.5313955682302
26,545.5918949789942,876.0764800776868
27,701.5448634423752,703.8409973307148
28,553.1203073602878,848.1298791624481
29,580.6131789214364,719.5511631708667
